"IdVenta";"Fecha";"IdCliente";"TotalAPagar"
26.722;2020-01-13 13:32:21.000;1;20.000
26.723;2020-01-13 13:32:34.000;1;10.000
26.724;2020-01-13 13:36:32.000;1;37.000
26.725;2020-01-13 14:14:54.000;1.013;44.000
26.726;2020-01-13 14:19:43.000;1;20.000
26.727;2020-01-13 14:36:20.000;1;15.000
26.728;2020-01-13 15:34:48.000;3.838;77.000
26.729;2020-01-13 16:51:18.000;1;20.000
26.730;2020-01-13 17:03:01.000;430;40.000
26.731;2020-01-14 08:46:40.000;14;114.000
26.732;2020-01-14 10:31:36.000;1;20.000
26.733;2020-01-14 10:59:53.000;3.839;200.000
26.734;2020-01-14 11:06:41.000;1;20.000
26.735;2020-01-14 11:41:42.000;1;45.000
26.736;2020-01-14 11:59:58.000;1;20.000
26.737;2020-01-14 12:04:27.000;3.840;38.000
26.738;2020-01-14 12:10:02.000;1;40.000
26.739;2020-01-14 13:25:59.000;1;40.000
26.740;2020-01-14 13:28:36.000;3.841;35.000
26.741;2020-01-14 15:34:15.000;2.155;20.000
26.742;2020-01-14 15:45:01.000;2.650;116.000
26.743;2020-01-14 15:47:00.000;2.650;30.000
26.744;2020-01-14 16:07:13.000;3.842;80.000
26.745;2020-01-14 16:11:37.000;1;9.000
26.746;2020-01-14 16:36:56.000;1;20.000
26.747;2020-01-14 17:00:51.000;3.834;120.000
26.748;2020-01-14 17:17:41.000;1;60.000
26.749;2020-01-14 17:44:40.000;3.843;90.000
26.750;2020-01-15 08:19:39.000;1.377;30.000
26.751;2020-01-15 09:36:17.000;1;78.000
26.752;2020-01-15 09:39:25.000;1;15.000
26.753;2020-01-15 09:52:56.000;1;8.000
26.754;2020-01-15 10:06:16.000;1;40.000
26.755;2020-01-15 10:18:38.000;1;20.000
26.756;2020-01-15 10:23:27.000;1;10.000
26.757;2020-01-15 10:35:36.000;3.844;20.000
26.758;2020-01-15 11:38:55.000;3.845;40.000
26.759;2020-01-15 12:25:39.000;1;10.000
26.760;2020-01-15 12:28:27.000;3.759;30.000
26.761;2020-01-15 12:37:45.000;290;100.000
26.762;2020-01-15 12:41:08.000;1;3.000
26.763;2020-01-15 13:28:34.000;1;97.000
26.764;2020-01-15 13:52:32.000;3.846;20.000
26.765;2020-01-15 13:54:00.000;3.061;60.000
26.766;2020-01-15 14:29:45.000;1.778;50.000
26.767;2020-01-15 14:38:41.000;1;20.000
26.768;2020-01-15 15:16:22.000;3.600;40.000
26.769;2020-01-15 15:40:06.000;1;20.000
26.770;2020-01-15 15:47:38.000;3.847;60.000
26.771;2020-01-15 15:55:11.000;3.848;84.000
26.772;2020-01-15 17:03:46.000;123;50.000
26.773;2020-01-15 17:30:20.000;1.301;48.000
26.774;2020-01-15 17:39:36.000;1;40.000
26.775;2020-01-15 17:58:21.000;1;15.000
26.776;2020-01-15 18:19:33.000;496;80.000
26.777;2020-01-16 08:31:34.000;1;30.000
26.778;2020-01-16 08:53:26.000;1;55.000
26.779;2020-01-16 09:31:09.000;3.849;20.000
26.780;2020-01-16 09:44:34.000;2.315;20.000
26.781;2020-01-16 09:50:49.000;1;30.000
26.782;2020-01-16 09:53:42.000;3.850;50.000
26.783;2020-01-16 10:25:09.000;1;18.000
26.784;2020-01-16 10:27:54.000;1;18.000
26.785;2020-01-16 10:54:41.000;482;104.000
26.786;2020-01-16 11:38:47.000;1;20.000
26.787;2020-01-16 11:45:38.000;3.851;70.000
26.788;2020-01-16 12:07:53.000;1;15.000
26.789;2020-01-16 12:57:59.000;1;20.000
26.790;2020-01-16 12:59:18.000;1;5.000
26.791;2020-01-16 13:40:13.000;3.852;20.000
26.792;2020-01-16 14:16:52.000;1;18.000
26.793;2020-01-16 14:40:16.000;3.853;85.000
26.794;2020-01-16 14:47:24.000;1;45.000
26.795;2020-01-16 14:59:53.000;1;5.000
26.796;2020-01-16 15:51:33.000;430;60.000
26.797;2020-01-16 15:53:37.000;1;27.000
26.798;2020-01-16 16:45:00.000;1;44.000
26.799;2020-01-16 16:57:18.000;119;94.000
26.800;2020-01-16 16:59:07.000;649;80.000
26.801;2020-01-16 17:47:25.000;1;10.000
26.802;2020-01-16 18:05:04.000;1;25.000
26.803;2020-01-16 18:27:09.000;1;20.000
26.804;2020-01-17 09:06:01.000;1;5.000
26.805;2020-01-17 09:19:15.000;1;45.000
26.806;2020-01-17 09:29:51.000;1;60.000
26.807;2020-01-17 10:22:30.000;3.779;100.000
26.808;2020-01-17 10:48:43.000;657;16.000
26.809;2020-01-17 11:04:36.000;1;18.000
26.810;2020-01-17 11:30:32.000;3.854;10.000
26.811;2020-01-17 11:53:16.000;3.855;20.000
26.812;2020-01-17 13:30:41.000;1;30.000
26.813;2020-01-17 13:39:55.000;1;125.000
26.814;2020-01-17 14:37:17.000;1;35.000
26.815;2020-01-17 15:53:11.000;1;9.000
26.816;2020-01-17 16:28:46.000;1.301;70.000
26.817;2020-01-17 16:29:50.000;1.301;28.000
26.818;2020-01-17 16:40:19.000;1;16.000
26.819;2020-01-17 16:53:19.000;1;18.000
26.820;2020-01-17 17:03:35.000;3.636;175.000
26.821;2020-01-17 17:08:13.000;3.856;70.000
26.822;2020-01-17 17:10:40.000;1;60.000
26.823;2020-01-17 17:12:58.000;3.833;290.000
26.824;2020-01-17 17:18:17.000;1;15.000
26.825;2020-01-17 17:20:46.000;1;5.000
26.826;2020-01-17 17:38:13.000;3.857;87.000
26.827;2020-01-18 08:47:28.000;3.858;57.000
26.828;2020-01-18 08:51:04.000;3.858;17.000
26.829;2020-01-18 09:34:48.000;3.561;40.000
26.830;2020-01-18 09:51:57.000;3.859;40.000
26.831;2020-01-18 10:18:46.000;3.860;40.000
26.832;2020-01-18 10:26:51.000;1;9.500
26.833;2020-01-18 10:42:10.000;1;9.000
26.834;2020-01-18 10:44:52.000;3.861;80.000
26.835;2020-01-18 11:05:10.000;2.897;20.000
26.836;2020-01-18 11:09:18.000;1;6.000
26.837;2020-01-18 11:23:56.000;1;20.000
26.838;2020-01-18 11:26:36.000;1;18.000
26.839;2020-01-18 11:42:35.000;1.805;75.000
26.840;2020-01-18 11:49:17.000;1.805;30.000
26.841;2020-01-18 12:02:33.000;1;6.000
26.842;2020-01-18 12:07:25.000;3.862;9.000
26.843;2020-01-18 12:18:58.000;294;25.000
26.844;2020-01-20 08:29:28.000;3.863;40.500
26.845;2020-01-20 08:46:40.000;1;20.000
26.846;2020-01-20 08:47:23.000;1;10.000
26.847;2020-01-20 09:16:14.000;1;40.000
26.848;2020-01-20 10:03:32.000;3.864;55.000
26.849;2020-01-20 10:08:40.000;3.865;20.000
26.850;2020-01-20 10:21:14.000;706;30.000
26.851;2020-01-20 11:09:15.000;1;20.000
26.852;2020-01-20 11:18:32.000;1;10.000
26.853;2020-01-20 12:33:18.000;3.866;21.000
26.854;2020-01-20 12:39:48.000;3.867;192.000
26.855;2020-01-20 12:50:55.000;1;25.000
26.856;2020-01-20 14:46:30.000;1;20.000
26.857;2020-01-20 14:49:05.000;1;20.000
26.858;2020-01-20 15:28:47.000;1;60.000
26.859;2020-01-20 17:17:19.000;1;65.000
26.861;2020-01-20 17:22:38.000;1;115.000
26.862;2020-01-20 17:24:40.000;1.554;20.000
26.863;2020-01-20 17:25:52.000;1;29.000
26.864;2020-01-20 17:35:39.000;1;40.000
26.865;2020-01-21 08:43:56.000;1;72.000
26.866;2020-01-21 10:22:20.000;227;20.000
26.867;2020-01-21 10:25:08.000;769;225.000
26.868;2020-01-21 10:49:09.000;1;20.000
26.869;2020-01-21 11:12:17.000;1;20.000
26.870;2020-01-21 11:16:34.000;1;20.000
26.872;2020-01-21 12:39:18.000;3.868;101.000
26.873;2020-01-21 14:15:23.000;1.232;50.000
26.874;2020-01-21 14:45:57.000;3.869;45.000
26.875;2020-01-21 15:01:25.000;1;120.000
26.876;2020-01-21 15:14:36.000;3.870;132.000
26.877;2020-01-21 15:51:16.000;1;43.000
26.878;2020-01-21 16:00:57.000;11;140.000
26.879;2020-01-21 16:24:29.000;3.037;40.000
26.880;2020-01-21 16:58:26.000;3.871;27.000
26.881;2020-01-21 16:59:46.000;1;3.000
26.882;2020-01-21 17:15:50.000;1;9.000
26.883;2020-01-21 17:23:30.000;3.872;44.000
26.884;2020-01-22 09:27:29.000;1;60.000
26.885;2020-01-22 09:33:11.000;783;84.000
26.886;2020-01-22 09:48:40.000;3.675;40.000
26.887;2020-01-22 10:27:03.000;316;266.000
26.888;2020-01-22 11:20:24.000;3.873;140.000
26.889;2020-01-22 11:33:35.000;1;149.000
26.890;2020-01-22 12:26:39.000;3.034;152.000
26.891;2020-01-22 12:28:54.000;1;20.000
26.892;2020-01-22 12:52:45.000;1;15.000
26.894;2020-01-22 13:36:12.000;1;80.000
26.895;2020-01-22 13:37:29.000;1;45.000
26.896;2020-01-22 13:39:38.000;1;35.000
26.897;2020-01-22 13:41:57.000;1;40.000
26.898;2020-01-22 14:52:38.000;3.759;34.000
26.899;2020-01-22 15:14:04.000;3.874;54.000
26.900;2020-01-22 16:23:04.000;1;15.000
26.901;2020-01-22 17:23:00.000;1;10.000
26.902;2020-01-22 17:24:29.000;123;40.000
26.903;2020-01-22 17:50:50.000;1;32.000
26.904;2020-01-23 08:22:09.000;3.875;40.000
26.905;2020-01-23 09:20:01.000;650;50.000
26.906;2020-01-23 09:54:30.000;633;125.000
26.907;2020-01-23 09:56:09.000;784;120.000
26.908;2020-01-23 10:59:11.000;1;60.000
26.909;2020-01-23 11:08:13.000;294;60.000
26.910;2020-01-23 11:39:59.000;1;40.000
26.911;2020-01-23 11:56:34.000;1;5.000
26.912;2020-01-23 12:15:45.000;1;20.000
26.913;2020-01-23 14:04:31.000;208;45.000
26.914;2020-01-23 14:19:08.000;1;23.000
26.915;2020-01-23 14:45:28.000;1;9.000
26.916;2020-01-23 14:54:38.000;1;10.000
26.917;2020-01-23 15:09:30.000;487;83.000
26.918;2020-01-23 15:49:03.000;1;30.000
26.919;2020-01-23 15:52:26.000;1;35.000
26.920;2020-01-23 16:32:42.000;1;40.000
26.921;2020-01-23 17:07:20.000;229;50.000
26.922;2020-01-23 17:11:34.000;1.050;285.000
26.923;2020-01-24 09:22:00.000;1;10.000
26.924;2020-01-24 10:38:27.000;1;55.000
26.925;2020-01-24 10:44:26.000;1;15.000
26.926;2020-01-24 11:01:23.000;1;20.000
26.927;2020-01-24 11:19:10.000;1;9.000
26.928;2020-01-24 11:22:03.000;1;10.000
26.930;2020-01-24 12:24:14.000;1;32.000
26.931;2020-01-24 12:25:50.000;1;15.000
26.932;2020-01-24 12:26:15.000;1;28.000
26.933;2020-01-24 13:49:01.000;2.341;40.000
26.934;2020-01-24 14:00:11.000;1;41.000
26.935;2020-01-24 14:06:16.000;76;60.000
26.936;2020-01-24 14:11:45.000;3.521;129.000
26.937;2020-01-24 14:19:11.000;1;14.000
26.938;2020-01-24 14:57:59.000;1;40.000
26.939;2020-01-24 14:59:10.000;1;70.000
26.940;2020-01-24 15:19:48.000;1;18.000
26.941;2020-01-24 15:48:16.000;3.794;56.000
26.942;2020-01-24 16:05:46.000;1;40.000
26.943;2020-01-24 16:47:29.000;3.876;245.000
26.944;2020-01-24 17:02:44.000;2.910;84.000
26.945;2020-01-24 17:18:44.000;1;15.000
26.946;2020-01-24 17:22:24.000;1;20.000
26.947;2020-01-24 17:26:36.000;1;100.000
26.949;2020-01-25 08:30:37.000;1;27.000
26.950;2020-01-25 08:42:30.000;1;30.000
26.951;2020-01-25 09:04:56.000;1;37.000
26.952;2020-01-25 09:28:02.000;1;45.000
26.953;2020-01-25 10:01:35.000;1;80.000
26.954;2020-01-25 10:10:15.000;1.369;26.000
26.955;2020-01-25 10:14:54.000;1;40.000
26.956;2020-01-25 10:26:05.000;712;53.000
26.957;2020-01-25 10:36:44.000;3.877;77.000
26.958;2020-01-25 10:44:47.000;1;67.000
26.959;2020-01-25 10:47:27.000;1;43.000
26.960;2020-01-25 10:52:49.000;1;20.000
26.961;2020-01-25 11:23:37.000;3.878;90.000
26.962;2020-01-25 11:24:37.000;1;17.000
26.963;2020-01-25 11:25:25.000;1;12.500
26.964;2020-01-21 11:26:29.000;1.936;320.000
26.965;2020-01-25 12:48:58.000;1;55.000
26.966;2020-01-27 10:26:30.000;2.482;71.000
26.967;2020-01-27 11:08:06.000;1;20.000
26.968;2020-01-27 11:08:43.000;1;40.000
26.969;2020-01-27 11:56:55.000;3.864;66.000
26.970;2020-01-27 13:38:29.000;1;17.500
26.971;2020-01-27 13:47:30.000;1;17.000
26.972;2020-01-27 14:11:55.000;3.879;55.000
26.973;2020-01-27 14:52:49.000;1.206;55.000
26.974;2020-01-27 15:03:03.000;2.662;15.000
26.975;2020-01-27 15:18:23.000;1.301;70.000
26.976;2020-01-27 16:02:57.000;3.781;15.000
26.977;2020-01-27 16:07:49.000;3.769;123.000
26.978;2020-01-27 16:20:29.000;430;60.000
26.979;2020-01-27 16:40:42.000;3.880;50.500
26.980;2020-01-27 16:48:10.000;3.881;80.000
26.981;2020-01-27 17:04:14.000;3.882;215.000
26.982;2020-01-27 17:14:11.000;1;35.000
26.983;2020-01-28 08:53:22.000;2.458;75.000
26.984;2020-01-28 09:37:02.000;1;73.000
26.986;2020-01-28 10:04:19.000;1;20.000
26.987;2020-01-28 10:52:01.000;3.883;95.000
26.988;2020-01-28 11:14:26.000;1;20.000
26.989;2020-01-28 11:22:02.000;2.678;194.000
26.990;2020-01-28 11:48:01.000;1;30.000
26.991;2020-01-28 12:35:37.000;1;6.500
26.992;2020-01-28 12:54:14.000;2.482;48.000
26.993;2020-01-28 12:56:20.000;2.482;15.000
26.994;2020-01-28 13:23:32.000;1.206;110.000
26.995;2020-01-28 13:34:48.000;1;20.000
26.996;2020-01-28 14:00:30.000;3.154;73.000
26.997;2020-01-28 14:41:39.000;3.884;125.000
26.998;2020-01-28 14:47:19.000;3.885;30.000
26.999;2020-01-28 14:51:44.000;1;20.000
27.000;2020-01-28 15:48:43.000;1;30.000
27.001;2020-01-28 15:51:54.000;3.886;59.000
27.002;2020-01-28 15:57:13.000;1;11.000
27.003;2020-01-28 16:19:47.000;1;20.000
27.004;2020-01-28 16:30:00.000;1;44.000
27.005;2020-01-28 16:53:17.000;1;70.000
27.006;2020-01-28 16:58:35.000;3.887;31.000
27.007;2020-01-28 17:02:58.000;1;20.000
27.008;2020-01-28 17:11:51.000;1;90.000
27.009;2020-01-28 17:27:40.000;1;20.000
27.010;2020-01-29 08:52:49.000;1;10.000
27.011;2020-01-29 08:53:12.000;1;10.000
27.012;2020-01-29 09:08:55.000;1.377;35.000
27.013;2020-01-29 09:10:36.000;3.888;60.000
27.015;2020-01-29 09:14:06.000;1;49.000
27.016;2020-01-29 09:17:03.000;1;20.000
27.017;2020-01-29 09:40:44.000;3.889;25.000
27.018;2020-01-29 10:24:13.000;3.238;104.500
27.019;2020-01-29 10:26:06.000;3.238;17.000
27.020;2020-01-29 11:10:28.000;1;9.000
27.022;2020-01-29 11:43:33.000;1;10.000
27.023;2020-01-29 12:24:49.000;3.890;40.000
27.024;2020-01-29 12:50:12.000;1;37.000
27.025;2020-01-29 12:51:27.000;3.891;37.000
27.027;2020-01-29 13:21:48.000;281;62.500
27.028;2020-01-29 13:25:45.000;281;20.000
27.029;2020-01-29 13:58:13.000;2.837;97.000
27.030;2020-01-29 15:04:26.000;1.365;40.000
27.031;2020-01-29 15:54:58.000;3.892;425.000
27.032;2020-01-29 17:33:42.000;855;30.000
27.033;2020-01-29 17:41:12.000;1;20.000
27.034;2020-01-30 10:18:10.000;1.168;28.000
27.035;2020-01-30 10:20:52.000;3.614;129.000
27.036;2020-01-30 11:01:26.000;3.893;105.000
27.037;2020-01-30 11:31:05.000;3.894;48.000
27.038;2020-01-30 11:49:18.000;2.988;60.000
27.039;2020-01-30 12:32:12.000;1;40.000
27.040;2020-01-30 12:41:10.000;1;40.000
27.041;2020-01-30 13:10:12.000;784;65.000
27.042;2020-01-30 13:31:52.000;3.269;25.000
27.043;2020-01-30 14:18:05.000;887;20.000
27.044;2020-01-30 15:34:09.000;1;15.000
27.045;2020-01-30 15:51:31.000;1;25.000
27.046;2020-01-30 15:57:26.000;1.530;60.000
27.047;2020-01-30 15:59:05.000;3.895;80.000
27.048;2020-01-30 16:43:58.000;1;15.000
27.049;2020-01-30 16:48:18.000;777;38.000
27.050;2020-01-30 16:52:43.000;1;20.000
27.051;2020-01-30 17:02:34.000;1;28.000
27.052;2020-01-30 17:22:47.000;1;10.000
27.053;2020-01-31 10:34:56.000;1.278;114.000
27.054;2020-01-31 10:43:14.000;1;60.000
27.055;2020-01-31 11:20:57.000;943;429.000
27.056;2020-01-31 11:37:03.000;1;20.000
27.057;2020-01-31 11:53:25.000;1;9.000
27.058;2020-01-31 12:27:07.000;3.896;40.000
27.059;2020-01-31 12:28:21.000;3.555;20.000
27.060;2020-01-31 12:34:41.000;1;30.000
27.061;2020-01-31 12:54:51.000;1;53.000
27.062;2020-01-31 13:07:45.000;3.897;30.000
27.063;2020-01-31 13:24:37.000;3.717;206.000
27.064;2020-01-31 13:25:59.000;962;247.000
27.065;2020-01-31 13:30:08.000;1;120.000
27.066;2020-01-31 13:31:05.000;1;23.000
27.067;2020-01-31 13:36:59.000;3.898;120.000
27.068;2020-01-31 14:02:03.000;1;45.000
27.069;2020-01-31 14:28:23.000;229;100.000
27.070;2020-01-31 15:17:32.000;3.899;15.000
27.071;2020-01-31 15:18:42.000;1;44.000
27.072;2020-01-31 15:21:51.000;1;30.000
27.073;2020-01-31 15:48:42.000;1;15.000
27.074;2020-01-31 15:57:25.000;1;20.000
27.075;2020-01-31 16:03:38.000;3.165;48.000
27.076;2020-01-31 16:24:47.000;3.405;77.000
27.077;2020-01-31 17:00:15.000;1.018;28.000
27.078;2020-01-31 17:06:08.000;1;20.000
27.079;2020-01-31 17:29:39.000;3.900;38.000
27.080;2020-02-01 09:09:26.000;1;118.000
27.081;2020-02-01 09:19:16.000;1.110;135.000
27.082;2020-02-01 09:31:55.000;3.901;30.000
27.083;2020-02-01 09:36:10.000;3.902;45.000
27.084;2020-02-01 09:41:19.000;3.903;135.000
27.085;2020-02-01 09:43:35.000;3.903;20.000
27.086;2020-02-01 09:45:29.000;3.903;15.000
27.087;2020-02-01 09:46:51.000;1;35.000
27.088;2020-02-01 10:05:19.000;3.061;40.000
27.089;2020-02-01 10:08:09.000;3.061;44.000
27.090;2020-02-01 10:09:29.000;1.516;60.000
27.091;2020-02-01 10:10:39.000;899;34.000
27.092;2020-02-01 10:13:44.000;119;198.000
27.093;2020-02-01 10:16:19.000;1;18.000
27.094;2020-02-01 10:24:10.000;1;37.000
27.095;2020-02-01 10:43:52.000;3.904;93.000
27.096;2020-02-01 10:48:51.000;3.691;95.000
27.097;2020-02-01 10:56:05.000;3.818;98.000
27.098;2020-02-01 10:57:28.000;3.818;15.000
27.099;2020-02-01 11:52:05.000;3.905;42.000
27.100;2020-02-01 11:54:27.000;3.906;90.000
27.101;2020-02-01 12:27:41.000;1;30.000
27.102;2020-02-01 12:51:19.000;1;18.000
27.103;2020-02-03 09:01:02.000;1;27.500
27.104;2020-02-03 09:23:29.000;3.907;12.000
27.105;2020-02-03 09:32:19.000;3.908;70.000
27.106;2020-02-03 10:14:19.000;1;40.000
27.107;2020-02-03 11:17:07.000;1;15.000
27.108;2020-02-03 11:52:29.000;3.669;120.000
27.109;2020-02-03 12:09:02.000;3.909;60.000
27.110;2020-02-03 12:27:38.000;3.910;27.000
27.111;2020-02-03 12:29:13.000;1;63.000
27.112;2020-02-03 12:33:31.000;395;60.000
27.113;2020-02-03 12:35:21.000;1;73.000
27.114;2020-02-03 12:43:06.000;1.511;111.500
27.115;2020-02-03 12:50:29.000;3.911;22.000
27.116;2020-02-03 13:18:41.000;3.912;72.000
27.117;2020-02-03 13:29:25.000;1;9.000
27.118;2020-02-03 14:44:29.000;3.588;168.000
27.119;2020-02-03 14:59:05.000;1;20.000
